Wavelength,Alexa647,Alexa700,APC,FITC,PacificBlue,PE,PE_Cy7,Percp_Cy5_5,BV510,PE_Dazzle,BV605,APC_Cy7,BV421,Alexa488,DAPI,eFluor780,SB436,SB702
421,0,0,0,0,5.536488,0,0,0,0.648,1.471,12.626,0,98.23,0,53.22725,0,42.10358937,29.37240834
422,0,0,0,0,6.646884,0,0,0,0.952,1.618,14.208,0,99.524,0,55.47978,0,49.67520881,32.56671216
423,0,0,0,0,7.933599,0,0,0,1.255,1.765,14.202,0,99.266,0,57.34656,0,57.47877895,35.65160959
424,0,0,0,0,9.441236,0,0,0,1.559,1.911,13.362,0,94.767,0,58.7587,0,64.91655199,38.55980638
425,0,0,0,0,11.196,0,0,0,1.864,2.057,11.61,0,90.478,0,61.18689,0,73.46954635,41.25226709
426,0,0,0,0,13.2127,0,0,0,2.173,2.202,10.026,0,86.306,0,62.79879,0,78.97583103,43.59292338
427,0,0,0,0,15.44021,0,0,0,2.487,2.347,9.102,0,81.45,0,64.87566,0,85.047853,45.61507843
428,0,0,0,0,17.91557,0,0,0,2.806,2.491,8.494,0,75.735,0,67.10064,0,91.77012773,47.13198797
429,0,0,0,0,20.71553,0,0,0,3.133,2.635,8.026,0,69.244,0,69.64938,0,96.90414754,48.25879064
430,0,0,0,0,23.61734,0,0,0,3.469,2.778,7.616,0,62.311,0,71.31638,0,99.49945354,48.8990965
431,0,0,0,0,26.83252,0,0,0,3.815,2.921,7.232,0,55.206,0,73.77557,0,100,49.1201998
432,0,0,0,0,30.35657,0,0,0,4.172,3.063,6.842,0,48.241,0,75.06372,0,99.85925487,48.72724707
433,0,0,0,0,34.00488,0,0,0,4.542,3.205,6.39,0,42.06,0,77.14404,0,99.25685203,47.85630666
434,0,0,0,0,37.88352,0,0,0,4.927,3.346,5.582,0,37.969,0,79.04526,0,95.92608688,46.51633144
435,0,0,0,0,41.85286,0,0,0,5.327,3.486,4.564,0,36.563,0,80.80182,0,91.30762863,44.89406566
436,0,0,0,0,45.77618,0,0,0,5.745,3.626,4.378,0,35.653,0,82.08997,0,86.55585413,42.96044669
437,0,0,0,0,49.89843,0,0,0,6.182,3.765,4.324,0,34.791,0,83.72942,0,81.92008235,40.81186451
438,0,0,0,0,54.30722,0,0,0,6.639,3.904,4.316,0,34.234,0,84.78336,0,76.55072574,38.54543609
439,0,0,0,0,58.82051,0,0,0,7.118,4.042,4.33,0,34.167,0,85.69263,0,70.21912392,36.35601491
440,0,0,0,0,63.11265,0,0,0,7.62,4.179,4.358,0,34.571,0,86.97734,0,64.32974569,34.25344247
441,0,0,0,0,67.26855,0,0,0,8.148,4.316,4.392,0,35.295,0,89.6604,0,59.05723131,32.2287659
442,0,0,0,0,71.66388,0,0,0,8.703,4.452,4.428,0,36.162,0,91.28952,0,55.04700751,30.37260011
443,0,0,0,0,75.53461,0,0,0,9.287,4.587,4.454,0,36.953,0,91.32052,0,51.07368868,28.71400773
444,0,0,0,0,79.04046,0,0,0,9.902,4.722,4.452,0,37.69,0,92.74299,0,47.37081256,27.40279788
445,0,0,0,0,82.53208,0,0,0,10.548,4.856,4.422,0,38.322,0,94.37211,0,44.60438579,26.34185356
446,0,0,0,0,85.71332,0,0,0,11.23,4.989,4.58,0,38.693,0,94.37211,0,43.55404404,25.50075373
447,0,0,0,0,88.7935,0,0,0,11.947,5.122,4.598,0,38.727,0,95.08163,0,42.18756787,24.86965688
448,0,0,0,0,91.49166,0,0,0,12.703,5.254,4.514,0,38.475,0,95.85313,0,41.64456187,24.5091225
449,0,0,0,0,93.48002,0,0,0,13.5,5.385,4.374,0,38.053,0,96.62121,0,41.57941552,24.32853567
450,0,0,0,0,95.01439,0,0,0,14.34,5.515,4.206,0,37.555,0,96.325,0,41.63408893,24.35892649
451,0,0,0,0,96.45779,0,0,0,15.225,5.645,4.016,0,37.006,0,97.00696,0,42.32317914,24.45048584
452,0,0,0,0,97.73399,0,0,0,16.157,5.774,3.81,0,36.227,0,97.48226,0,43.5954946,24.61163959
453,0,0,0,0,98.69891,0,0,0,17.14,5.902,3.588,0,35,0,97.80602,0,44.64104109,24.87280882
454,0,0,0,0,99.47516,0,0,0,18.176,6.029,3.346,0,33.219,0,99.27327,0,45.62437242,25.17043334
455,0,0,0,0,100,0,0,0,19.267,6.155,3.074,0,31.117,0,98.82552,0,46.81545929,25.44395367
456,0,0,0,0,99.58424,0,0,0,20.417,6.28,2.734,0,28.965,0,99.30427,0,47.57304775,25.6566285
457,0,0,0,0,99.35834,0,0,0,21.628,6.405,2.272,0,26.905,0,99.57291,0,48.55812343,25.77742771
458,0,0,0,0,98.64607,0,0,0,22.905,6.528,2.15,0,24.984,0,98.79452,0,49.03910922,25.7928219
459,0,0,0,0,97.80166,0,0,0,24.25,6.651,2.088,0,23.189,0,99.32493,0,49.0119213,25.69438517
460,0,0,0,0,97.06574,0,0,0,25.667,6.772,2.044,0,21.499,0,99.41104,0,49.62178038,25.41032016
461,0,0,0,0,95.90404,0,0,0,27.159,6.893,2.012,0,19.905,0,100,0,48.55438163,25.00418704
462,0,0,0,0,94.43401,0,0,0,28.728,7.012,1.984,0,18.404,0,99.13206,0,48.11318754,24.48392018
463,0,0,0,0,92.81658,0,0,0,30.369,7.131,1.96,0,17.002,0,99.88978,0,47.13631373,23.88626091
464,0,0,0,0,91.29401,0,0,0,32.08,7.248,1.94,0,15.708,0,99.81401,0,45.61234324,23.16406004
465,0,0,0,0,89.83582,0,0,0,33.856,7.364,1.92,0,14.537,0,98.8324,0,44.74128993,22.33084699
466,0,0,0,0,88.22964,0,0,0,35.693,7.48,1.902,0,13.505,0,99.10449,0,42.68223827,21.44018271
467,0,0,0,0,85.88976,0,0,0,37.588,7.594,1.886,0,12.619,0,97.98512,0,40.2651091,20.56386455
468,0,0,0,0,83.76234,0,0,0,39.536,7.706,1.872,0,11.878,0,98.16422,0,38.25420151,19.6581366
469,0,0,0,0,81.70553,0,0,0,41.532,7.818,1.856,0,11.274,0,97.15851,0,36.35527436,18.7150645
470,0,0,0,0,80.14175,0,0,0,43.57,7.928,1.842,0,10.793,0,96.98285,0,33.84058129,17.74293715
471,0,0,0,0,78.47677,0,0,0,45.646,8.037,1.83,0,10.42,0,96.13213,0,31.47463342,16.78890375
472,0,0,0,0,76.66189,0,0,0,47.754,8.145,1.816,0,10.135,0,95.28139,0,30.82376842,15.89617515
473,0,0,0,0,74.67384,0,0,0,49.889,8.251,1.804,0,9.92,0,94.26534,0,28.44739378,15.01119042
474,0,0,0,0,72.94648,0,0,0,52.044,8.356,1.792,0,9.76,0,93.05641,0,25.74207571,14.16329482
475,0,0,0,0,71.20712,0,0,0,54.214,8.46,1.78,0,9.645,0.979202,92.40201,0,25.06149348,13.39624423
476,0,0,0,0,69.56596,0,0,0,56.391,8.562,1.768,0,9.567,0.7017655,91.38596,0,23.58212364,12.70163715
477,0,0,0,0,67.88657,0,0,0,58.571,8.662,1.758,0,9.521,0.4852089,90.76599,0,22.61152264,12.07118464
478,0,0,0,0,66.1512,0,0,0,60.746,8.761,1.746,0,9.501,0.4840133,91.12765,0,20.87655246,11.53870577
479,0,0,0,0,64.3349,0,0,0,62.911,8.858,1.736,0,9.504,0.5698063,90.10126,0,20.40271166,11.06098968
480,0,0,0,0,62.4074,0,0,0,65.058,8.953,1.724,0,9.522,0.7110866,89.37453,0,19.78105257,10.65557923
481,0,0,0,0,60.375,0,0,0,67.181,9.047,1.714,0,9.542,0.860956,87.25632,0,18.70794876,10.29312919
482,0,0,0,0,58.69549,0,0,0,69.274,9.139,1.704,0,9.542,1.069875,86.56403,0,18.52080391,9.966894877
483,0,0,0,0,57.02758,0,0,0,71.331,9.229,1.694,0,9.494,1.345994,84.15651,0,17.87868974,9.685277823
484,0,0,0,0,55.30087,0,0,0,73.345,9.317,1.684,0,9.375,1.668182,83.4711,0,18.13180694,9.455323284
485,0,0,0,3.788147,53.62544,0,0,0,75.311,9.403,1.674,0,9.17,2.103955,82.38961,0,17.56463485,9.243212208
486,0,0,0,3.92743,52.04012,0,0,0,77.222,9.486,1.664,0,8.875,2.581697,81.63532,0,17.08450584,9.067877256
487,0,0,0,4.321754,50.59781,0,0,0,79.073,9.568,1.656,0,8.501,3.224486,80.26108,0,17.47718988,8.91177555
488,0,0,0,5.197451,49.27477,0,0,0,80.858,9.647,1.646,0,8.072,3.944527,79.11758,0,17.10433842,8.747613229
489,0,0,0,6.337994,47.8256,0,0,0,82.573,9.724,1.638,0,7.607,4.848526,78.23586,0,16.84790182,8.582134965
490,0,0,0,7.697946,46.25397,0,0,0,84.211,9.799,1.63,0,7.121,5.912594,78.06709,0,16.72333981,8.426403696
491,0,0,0,9.391582,44.79634,0,0,0,85.769,9.871,1.62,0,6.625,7.095542,77.07516,0,16.6323138,8.273374165
492,0,0,0,11.31525,43.26833,0,0,0,87.242,9.94,1.612,0,6.134,8.524304,75.09128,0,16.33481827,8.099041562
493,0,0,0,13.41405,41.86204,0,0,0,88.627,10.007,1.604,0,5.664,10.20722,73.96501,0,15.13527642,7.884473226
494,0,0,0,15.9199,40.64304,0,0,0,89.918,10.071,1.596,0,5.244,12.18995,73.07295,0,15.55994877,7.649820133
495,0,0,0,19.0153,39.53817,0,0,0,91.12,10.131,1.588,0,4.905,14.54477,71.98112,0,15.15466778,7.422376143
496,0,0,0,22.55203,38.20118,0,0,0,92.233,10.189,1.582,0,4.656,17.12979,70.69298,0,14.75646167,7.209134866
497,0,0,0,26.3913,36.9749,0,0,0,93.259,10.243,1.574,0,4.48,20.15777,69.10519,0,14.63519512,6.999033364
498,0,0,0,30.43206,35.75102,0,0,0,94.202,10.294,1.566,0,4.341,23.53367,68.62299,0,13.8920634,6.781109548
499,0,0,0,34.79373,34.53493,0,0,0,95.064,10.342,1.56,0,4.212,27.22775,67.58627,0,13.26753382,6.579368228
500,0,0,0,39.86677,33.29013,0,0,0,95.846,10.385,1.554,0,4.08,31.25619,66.75277,0,12.52866549,6.380528622
501,0,0,0,45.06802,32.08385,0,0,0,96.551,10.425,1.546,0,3.941,35.50921,64.81367,0,12.55478885,6.164439754
502,0,0,0,50.09026,30.90874,0,0,0,97.181,10.46,1.54,0,3.8,40.04907,64.67245,0,11.9821306,5.924417115
503,0,0,0,55.08746,29.68185,0,0,0,97.738,10.492,1.534,0,3.659,44.65386,63.25343,0,11.57137201,5.653467096
504,0,0,0,60.14661,28.58351,0,0,0,98.223,10.518,1.528,0,3.521,49.65947,61.80341,0,11.01110635,5.382527229
505,0,0,0,65.46947,27.25907,0,0,0,98.639,10.54,1.522,0,3.387,54.46586,60.99401,0,10.52399737,5.122559604
506,0,0,0,70.73576,26.27039,0,0,0,98.988,10.557,1.518,0,3.256,59.60864,61.0009,0,9.932460807,4.857616044
507,0,0,0,75.33575,25.24582,0,0,0,99.271,10.568,1.512,0,3.13,64.62728,59.296,0,9.662361838,4.600977331
508,0,0,0,79.72852,24.25435,0,0,0,99.49,10.574,1.508,0,3.009,69.77808,58.06985,0,9.039768144,4.368927858
509,0,0,0,83.72952,23.35708,0,0,0,99.647,10.574,1.502,0,2.892,74.2916,57.51877,0,8.622579398,4.168152136
510,0,0,0,87.4406,22.48179,0,0,0,99.743,10.568,1.498,0,2.781,79.11359,55.79665,0,8.100817704,3.995423582
511,0,0,0,90.93436,21.62568,0,0,0,99.78,10.555,1.494,0,2.675,83.07986,55.03892,0,7.758045166,3.819804666
512,0,0,0,93.58064,20.81867,0,0,0,99.761,10.535,1.49,0,2.573,86.77189,53.83344,0,7.521771202,3.648049561
513,0,0,0,95.84365,20.08289,0,0,0,99.685,10.508,1.486,0,2.476,90.17967,53.08604,0,7.262133205,3.496106443
514,0,0,0,97.5192,19.18099,0,0,0,99.555,10.473,1.482,0,2.384,92.87098,51.90122,0,6.880003763,3.366950692
515,0,0,0,98.93476,18.46791,0,0,0,99.373,10.429,1.48,0,2.297,95.06226,51.06771,0,6.617384551,3.244297914
516,0,0,0,99.76164,17.75225,0,0,0,99.139,10.378,1.476,0,2.214,96.95232,50.23765,0,6.406289088,3.122286164
517,0,0,0,100,17.014,0,0,0,98.855,10.317,1.474,0,2.134,98.43452,48.79796,0,6.120074545,3.004142022
518,0,0,0,99.57642,16.46043,0,0,0,98.523,10.247,1.472,0,2.058,99.46811,48.07123,0,5.98406866,2.895533784
519,0,0,0,99.10033,15.81343,0,0,0,98.143,10.167,1.47,0,1.985,99.82077,47.25494,0,5.762430138,2.789707275
520,0,0,0,98.40125,15.14406,0,0,0.0268557,97.718,10.077,1.468,0,1.914,100,45.87036,0,5.7237543,2.69592527
521,0,0,0,97.18201,14.56686,0,0,0.0268557,97.248,9.977,1.466,0,1.846,99.61855,45.38472,0,5.575052708,2.611212388
522,0,0,0,95.39993,14.05811,0,0.6529897,0.0265606,96.734,9.866,1.464,0,1.779,98.58117,44.34456,0,5.36042579,2.527941929
523,0,0,0,93.58913,13.54392,0,0.651367,0.0265975,96.179,9.744,1.464,0,1.715,97.27509,42.91176,0,5.161998671,2.451975837
524,0,0,0,91.59315,12.97332,0,0.6625196,0.0261671,95.582,9.611,1.464,0,1.652,95.98027,42.12992,0,5.057082411,2.392839297
525,0,0,0,89.29585,12.43162,0.0906,0.6669453,0.0268557,94.946,9.469,1.464,0,1.59,94.28366,41.40663,0,5.021232164,2.344864013
526,0,0,0,86.97055,11.98198,0.1219091,0.6650729,0.0268557,94.27,9.316,1.464,0,1.53,92.25999,40.81766,0,4.925057322,2.298876567
527,0,0,0,84.4696,11.50251,0.1422273,0.6776553,0.0247899,93.558,9.155,1.464,0,1.471,90.39438,39.7224,0,4.850470954,2.245614186
528,0,0,0,82.02782,11.10827,0.1727046,0.6821491,0.0250195,92.808,8.987,1.464,0,1.413,88.15095,39.13687,0,4.730698644,2.185705666
529,0,0,0,79.41432,10.66136,0.1948438,0.6940575,0.025249,92.024,8.812,1.466,0,1.356,85.96471,38.17937,0,4.639349411,2.126777708
530,0,0,0,76.79704,10.323,0.2050987,0.718773,0.0245604,91.204,8.633,1.468,0,1.3,83.3491,37.25977,0,4.455536783,2.085783945
531,0,0,0,74.0827,9.938858,0.2484186,0.7450614,0.0236422,90.352,8.452,1.47,0,1.245,80.76096,36.78791,0,4.352764621,2.053199193
532,0,0,0,71.33536,9.515805,0.3001724,0.7697769,0.0227241,89.469,8.271,1.472,0,1.19,78.2592,35.56175,0,4.264028493,2.009365565
533,0,0,0,68.92858,9.123953,0.3551849,0.793369,0.0234127,88.557,8.092,1.476,0,1.136,75.45985,34.76269,0,4.238717456,1.96345648
534,0,0,0,66.60094,8.866582,0.407418,0.8290942,0.0231832,87.618,7.917,1.478,0,1.082,72.62863,33.82552,0,4.116464577,1.923408321
535,0,0,0,64.09785,8.45377,0.4700976,0.8726835,0.0224946,86.655,7.748,1.482,0,1.029,70.0626,33.1873,0,3.998958212,1.888592292
536,0,0,0,61.83329,8.161202,0.5587502,0.9131271,0.0231832,85.669,7.586,1.488,0,0.976,67.64776,32.35517,0,3.909472185,1.845377293
537,0,0,0,59.61078,7.902201,0.6220049,0.9657038,0.0218059,84.662,7.432,1.492,0,0.923,65.06199,31.67321,0,3.729511237,1.776809691
538,0,0,0,57.37489,7.568273,0.7234041,1.0304136,0.0227241,83.637,7.289,1.498,0,0.871,62.91389,31.27299,0,3.669164839,1.698147077
539,0,0,0,55.43717,7.340113,0.8404253,1.134893,0.0224946,82.595,7.155,1.504,0,0.823,60.53472,30.24075,0,3.522408968,1.629047338
540,0,0,0,53.17561,7.033706,0.9875405,1.2272392,0.0238718,81.538,7.032,1.51,0,0,58.3782,29.93456,0,3.403457742,1.571844557
541,0,0,0,51.48543,6.76331,1.127084,1.3481207,0.025249,80.468,6.92,1.518,0,0,56.18806,29.04732,0,3.292046342,1.51860235
542,0,0,0,49.7223,6.510354,1.321257,1.4941671,0.0250195,79.386,6.818,1.526,0,0,54.14721,28.68396,0,3.212620898,1.463720017
543,0,0,0,48.27464,6.262905,1.570347,1.6572897,0.0259376,78.295,6.727,1.534,0,0,52.26948,27.5942,0,3.157979979,1.42082866
544,0,0,0,46.74945,6.007205,1.846463,1.8329948,0.0261671,77.195,6.646,1.544,0,0,50.57441,27.09237,0,3.003941445,1.389036025
545,0,0,0,45.48718,5.840609,2.14146,2.0421782,0.0257081,76.089,6.575,1.554,0,0,48.9867,26.54268,0,2.906810417,1.353084521
546,0,0,0,44.20364,5.658343,2.523959,2.2607984,0.0270853,74.977,6.512,1.566,0,0,47.20159,25.82489,0,2.85359512,1.310069611
547,0,0,0,42.84221,5.465559,2.964826,2.4953715,0.0261671,73.862,6.456,1.578,0,0,45.73164,24.99311,0,2.765646728,1.257657212
548,0,0,0,41.70633,5.226005,3.413072,2.7879136,0.0263967,72.745,6.406,1.59,0,0,44.16367,24.81091,0,2.693014631,1.204207435
549,0,0,0,40.5601,5.003949,3.946712,3.1285388,0.0254785,71.626,6.362,1.604,0,0,42.74208,23.77213,0,2.533215466,1.155320979
550,0,0,0,39.435,4.82222,4.597469,3.4893858,0.025249,70.507,6.324,1.62,0,0,41.27572,23.49349,0,2.484219102,1.117574762
551,0,0,0,38.58361,4.656301,5.158135,3.9266263,0.0241013,69.39,6.29,1.636,0,0,40.0446,23.00992,0,2.335740899,1.091861036
552,0,0,0,37.44517,4.477296,6.027792,4.384538,0.0231832,68.276,6.261,1.654,0,0,38.73765,22.51567,0,2.301217085,1.058971485
